Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,CIBIL_Score,Property_Area,Loan_Type,Loan_Status
Female,Yes,1,Not Graduate,No,15223,2128,86.0,300.0,0.0,305,Rural,Personal Loan,N
Male,No,0,Graduate,No,5108,0,10.0,480.0,0.0,630,Urban,Business Loan,N
Male,Yes,1,Not Graduate,No,3127,3827,12.0,180.0,1.0,807,Semiurban,Personal Loan,Y
Male,Yes,2,Graduate,No,3383,796,14.0,360.0,0.0,572,Urban,Car Loan,N
Male,Yes,0,Not Graduate,No,4137,4266,10.0,360.0,1.0,662,Urban,Personal Loan,N
Female,Yes,2,Graduate,No,1808,1620,10.0,360.0,0.0,622,Semiurban,Business Loan,N
Female,No,1,Not Graduate,No,2352,0,11.0,360.0,1.0,703,Rural,Personal Loan,N
Male,No,3+,Graduate,No,1500,0,10.0,36.0,1.0,753,Semiurban,Personal Loan,Y
Female,No,1,Graduate,No,2108,0,10.0,360.0,0.0,389,Semiurban,Business Loan,N
Female,Yes,0,Graduate,No,4297,912,20.0,36.0,0.0,545,Rural,Home Loan,N
Male,No,0,Not Graduate,No,4964,0,25.0,300.0,1.0,660,Urban,Personal Loan,N
Female,Yes,0,Graduate,No,1500,901,10.0,180.0,1.0,758,Urban,Personal Loan,Y
Male,No,3+,Not Graduate,Yes,3655,0,10.0,180.0,1.0,716,Urban,Business Loan,N
Male,Yes,2,Not Graduate,No,5969,1858,10.0,360.0,1.0,815,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,Yes,3590,3553,15.0,360.0,0.0,575,Urban,Education Loan,N
Female,No,0,Not Graduate,Yes,2582,0,10.0,240.0,1.0,801,Urban,Personal Loan,Y
Male,No,0,Graduate,No,3015,0,12.0,480.0,0.0,355,Urban,Home Loan,N
,Yes,2,Graduate,No,2755,976,13.0,360.0,1.0,700,Urban,Education Loan,N
Female,No,0,Graduate,No,2576,0,10.0,60.0,0.0,608,Rural,Home Loan,N
Male,Yes,,Graduate,No,4544,2168,10.0,84.0,0.0,348,Urban,Car Loan,Y
Female,Yes,1,Not Graduate,No,20239,733,115.0,360.0,1.0,695,Semiurban,Car Loan,Y
Male,Yes,0,Graduate,No,2390,1018,10.0,24.0,1.0,692,Semiurban,Education Loan,N
Male,Yes,0,Graduate,No,3220,762,12.0,240.0,0.0,591,Semiurban,Car Loan,N
Male,Yes,0,Graduate,No,3880,525,21.0,60.0,0.0,590,Urban,Car Loan,N
Male,Yes,0,Graduate,No,2487,2104,14.0,240.0,1.0,866,Urban,Home Loan,Y
Female,Yes,3+,Graduate,No,8679,847,32.0,360.0,1.0,807,Urban,Home Loan,Y
Female,No,0,Not Graduate,No,1500,0,10.0,240.0,1.0,743,Semiurban,Home Loan,N
Male,Yes,0,Graduate,Yes,2774,1800,16.0,60.0,1.0,899,Urban,Home Loan,Y
Male,No,0,Graduate,No,7135,0,30.0,120.0,1.0,776,Semiurban,Education Loan,Y
Male,Yes,2,Graduate,No,3275,388,10.0,180.0,1.0,840,Semiurban,Personal Loan,Y
Male,No,0,Graduate,No,2265,0,10.0,24.0,0.0,609,Semiurban,Home Loan,N
Female,Yes,1,Not Graduate,No,5478,373,16.0,360.0,0.0,642,Semiurban,Home Loan,N
Male,Yes,0,Graduate,Yes,7588,136,41.0,360.0,0.0,457,Semiurban,Personal Loan,N
Male,Yes,0,Not Graduate,Yes,4663,1920,15.0,24.0,0.0,355,Rural,Car Loan,N
Male,Yes,0,Graduate,No,2296,834,11.0,180.0,0.0,634,Urban,Business Loan,N
Male,Yes,2,Graduate,No,5537,901,28.0,180.0,1.0,859,Rural,Personal Loan,Y
Female,No,3+,Not Graduate,No,3036,0,15.0,180.0,1.0,772,Rural,Car Loan,Y
Male,No,0,Not Graduate,No,6779,0,30.0,300.0,0.0,525,Semiurban,Home Loan,Y
Female,No,1,Graduate,No,11364,0,59.0,180.0,1.0,711,Urban,Education Loan,Y
Male,No,,Graduate,Yes,1500,0,10.0,180.0,1.0,801,Semiurban,Home Loan,Y
Female,Yes,0,Graduate,No,4349,290,10.0,360.0,0.0,394,Urban,Home Loan,N
Male,Yes,2,Graduate,No,1500,1636,10.0,60.0,0.0,352,Urban,Home Loan,N
Male,Yes,0,Not Graduate,Yes,22231,1954,75.0,360.0,0.0,603,Urban,Personal Loan,N
Female,Yes,3+,Not Graduate,No,2899,553,10.0,240.0,1.0,880,Urban,Education Loan,Y
Male,Yes,2,Graduate,No,6784,436,10.0,120.0,0.0,475,Semiurban,Home Loan,Y
Female,Yes,3+,Not Graduate,No,3925,2739,10.0,360.0,0.0,431,Rural,Education Loan,N
Male,,1,Graduate,No,2293,449,10.0,300.0,1.0,712,Urban,Car Loan,N
Male,Yes,0,Graduate,Yes,2110,635,10.0,240.0,0.0,637,Rural,Education Loan,N
Male,No,3+,Graduate,No,12209,0,22.0,360.0,1.0,665,Rural,Home Loan,Y
Male,No,0,Graduate,No,7856,0,40.0,360.0,1.0,828,Rural,Education Loan,Y
Male,Yes,0,Graduate,No,15685,217,35.0,480.0,1.0,723,Rural,Business Loan,Y
Male,No,,Graduate,Yes,4183,0,20.0,360.0,1.0,761,Semiurban,Home Loan,Y
Male,No,2,Graduate,No,4922,0,16.0,360.0,1.0,750,Urban,Home Loan,Y
Male,Yes,3+,Graduate,No,3337,763,15.0,12.0,1.0,868,Semiurban,Home Loan,Y
Male,Yes,0,Not Graduate,,3291,1380,10.0,300.0,1.0,825,Semiurban,Home Loan,Y
Female,Yes,2,Graduate,Yes,1940,1924,10.0,84.0,1.0,842,Rural,Car Loan,Y
Female,No,2,Graduate,No,4267,0,22.0,36.0,0.0,610,Rural,Personal Loan,N
Female,No,0,Not Graduate,No,2315,0,10.0,300.0,1.0,854,Semiurban,Business Loan,Y
Male,Yes,0,Not Graduate,No,5482,2306,32.0,360.0,1.0,694,Urban,Home Loan,Y
Male,Yes,0,Not Graduate,No,4532,2140,18.0,180.0,0.0,624,Urban,Education Loan,N
Female,Yes,0,Graduate,No,4921,969,15.0,360.0,1.0,666,Urban,Education Loan,Y
Male,Yes,3+,Graduate,No,12998,2227,52.0,240.0,1.0,860,Semiurban,Education Loan,Y
Male,Yes,1,Graduate,No,3919,2542,10.0,240.0,1.0,814,Semiurban,Car Loan,Y
,No,2,Graduate,No,6834,0,23.0,120.0,0.0,311,Rural,Home Loan,Y
Male,No,3+,Not Graduate,No,16916,0,100.0,180.0,0.0,446,Semiurban,Car Loan,N
Female,No,0,Graduate,Yes,10043,0,20.0,180.0,0.0,436,Rural,Car Loan,N
Male,No,2,Graduate,No,9020,0,41.0,360.0,0.0,637,Semiurban,Personal Loan,Y
Male,No,0,Graduate,No,3246,0,10.0,36.0,1.0,865,Rural,Personal Loan,Y
Male,Yes,2,Graduate,No,4725,6200,19.0,36.0,1.0,884,Urban,Home Loan,Y
Female,No,0,Not Graduate,No,1599,0,10.0,360.0,1.0,810,Rural,Home Loan,Y
Male,Yes,3+,Graduate,No,5705,1065,18.0,300.0,1.0,896,Semiurban,Business Loan,Y
Male,No,0,Graduate,No,4876,0,28.0,240.0,0.0,485,Urban,Education Loan,N
Male,Yes,0,Graduate,Yes,4090,836,10.0,60.0,0.0,643,Urban,Personal Loan,N
Female,No,2,Graduate,No,8258,0,33.0,180.0,1.0,717,Rural,Home Loan,Y
Male,Yes,0,Graduate,,1727,753,10.0,360.0,0.0,528,Urban,Education Loan,N
Male,Yes,1,Graduate,No,12637,3765,47.0,360.0,1.0,681,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,7564,1168,30.0,,1.0,673,Urban,Personal Loan,Y
Male,Yes,2,Graduate,No,3829,6232,13.0,24.0,0.0,327,Semiurban,Home Loan,Y
Male,No,0,Not Graduate,No,3626,0,10.0,360.0,1.0,812,Rural,Home Loan,Y
Male,No,0,Not Graduate,Yes,5633,0,,84.0,1.0,795,Semiurban,Car Loan,Y
Female,Yes,0,Not Graduate,Yes,11667,1148,59.0,120.0,1.0,716,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,4320,508,10.0,84.0,1.0,752,Rural,Business Loan,Y
Male,Yes,0,Graduate,No,4450,600,13.0,360.0,0.0,608,Rural,Business Loan,N
Female,Yes,0,Graduate,No,4075,50000,19.0,360.0,0.0,603,Rural,Business Loan,Y
Male,Yes,0,Not Graduate,No,14008,2742,82.0,360.0,1.0,837,Semiurban,Home Loan,Y
Male,No,0,Not Graduate,No,3108,0,17.0,360.0,1.0,774,Urban,Home Loan,Y
Male,Yes,1,Not Graduate,No,3941,625,21.0,84.0,0.0,457,Semiurban,Home Loan,N
Male,Yes,3+,Graduate,No,11208,4503,18.0,240.0,0.0,558,Semiurban,Car Loan,Y
Female,Yes,0,Not Graduate,No,4460,2949,24.0,360.0,1.0,714,Urban,Personal Loan,N
Male,Yes,1,Graduate,No,8919,5963,47.0,360.0,1.0,828,Urban,Business Loan,Y
Female,Yes,1,Graduate,No,2126,5709,10.0,360.0,0.0,566,Urban,Home Loan,N
Male,No,0,Graduate,Yes,3485,0,10.0,120.0,1.0,875,Semiurban,Education Loan,Y
Male,Yes,2,Graduate,No,11374,403,36.0,360.0,1.0,837,Rural,Business Loan,Y
Male,Yes,0,Graduate,No,2506,444,10.0,240.0,1.0,836,Urban,Car Loan,Y
Male,,1,Graduate,No,3619,468,10.0,360.0,1.0,725,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,4815,1467,10.0,240.0,1.0,666,Rural,Car Loan,N
Female,Yes,1,Graduate,Yes,2013,658,10.0,360.0,1.0,862,Urban,Car Loan,Y
Male,No,1,Not Graduate,Yes,3011,0,10.0,60.0,0.0,379,Semiurban,Education Loan,N
Female,No,0,Graduate,No,4353,0,10.0,360.0,1.0,844,Rural,Car Loan,Y
Male,Yes,0,Graduate,No,4157,1090,19.0,300.0,1.0,757,Rural,Home Loan,Y
Female,Yes,3+,Not Graduate,No,9860,6372,13.0,60.0,1.0,677,Urban,Business Loan,Y
Female,Yes,0,Not Graduate,No,11837,4185,65.0,24.0,0.0,310,Urban,Education Loan,N
Female,Yes,1,Graduate,No,2209,730,12.0,360.0,1.0,693,Urban,Car Loan,Y
Female,No,3+,Graduate,No,4349,0,24.0,60.0,1.0,847,Semiurban,Business Loan,Y
Female,No,2,Graduate,No,6450,0,29.0,60.0,1.0,839,Semiurban,Home Loan,Y
Male,Yes,1,Graduate,No,11631,613,15.0,480.0,0.0,387,Semiurban,Home Loan,Y
Male,Yes,2,Graduate,No,6653,1320,20.0,360.0,1.0,743,Urban,Personal Loan,Y
,Yes,2,Not Graduate,No,4932,1188,10.0,120.0,1.0,873,Urban,Home Loan,Y
Female,No,0,Graduate,No,6416,0,38.0,360.0,1.0,671,Semiurban,Personal Loan,Y
,No,0,Not Graduate,No,6448,0,16.0,300.0,0.0,552,Semiurban,Home Loan,N
Female,Yes,0,Not Graduate,Yes,2101,368,10.0,360.0,1.0,687,Semiurban,Home Loan,N
Male,Yes,3+,Not Graduate,No,4605,1587,22.0,360.0,0.0,505,Semiurban,Education Loan,N
Male,No,1,Graduate,No,11174,0,62.0,360.0,0.0,560,Urban,Home Loan,Y
Male,Yes,0,Not Graduate,No,3480,1312,16.0,84.0,0.0,477,Urban,Personal Loan,N
Male,Yes,2,Graduate,No,4405,2595,18.0,360.0,1.0,760,Urban,Education Loan,Y
Male,Yes,0,Graduate,No,3395,364,10.0,24.0,0.0,612,Urban,Business Loan,N
Male,No,0,Graduate,No,1500,0,10.0,,1.0,803,Urban,Personal Loan,Y
Male,Yes,1,Graduate,Yes,4082,985,10.0,360.0,1.0,817,Urban,Home Loan,Y
Male,Yes,0,Not Graduate,No,4970,690,26.0,12.0,0.0,464,Urban,Personal Loan,N
Male,No,2,Graduate,Yes,2810,0,10.0,300.0,1.0,790,Urban,Education Loan,Y
,Yes,0,Graduate,No,1793,573,10.0,360.0,1.0,776,Rural,Education Loan,Y
Female,Yes,2,Graduate,No,2172,665,12.0,180.0,1.0,871,Urban,Personal Loan,Y
Male,Yes,1,Graduate,No,6870,578,22.0,24.0,1.0,668,Semiurban,Education Loan,Y
Male,Yes,0,Graduate,No,16006,2930,85.0,360.0,1.0,691,Semiurban,Car Loan,Y
Male,No,3+,Not Graduate,No,10590,0,55.0,360.0,0.0,547,Semiurban,Education Loan,N
Male,Yes,1,Graduate,Yes,1570,1659,10.0,360.0,0.0,370,Rural,Home Loan,N
Male,,0,Graduate,No,7319,6490,10.0,300.0,0.0,391,Urban,Home Loan,Y
Male,Yes,0,Graduate,No,2529,1025,10.0,84.0,1.0,780,Rural,Education Loan,Y
Male,No,2,Graduate,Yes,2676,0,14.0,12.0,0.0,544,Rural,Home Loan,N
Male,No,0,Graduate,No,2912,0,15.0,360.0,1.0,725,Rural,Home Loan,N
Male,Yes,0,Graduate,No,6596,2764,20.0,84.0,1.0,792,Urban,Home Loan,Y
Female,Yes,0,Not Graduate,No,7875,1080,24.0,360.0,1.0,831,Urban,Education Loan,Y
Female,No,0,Graduate,No,3757,0,10.0,240.0,1.0,830,Urban,Car Loan,Y
Male,Yes,2,Graduate,No,3801,344,22.0,300.0,1.0,822,Semiurban,Personal Loan,Y
Male,No,0,Graduate,No,5569,0,10.0,360.0,1.0,815,Semiurban,Car Loan,Y
Male,No,0,Not Graduate,No,5988,0,10.0,360.0,,881,Urban,Car Loan,Y
Male,No,0,Graduate,,9166,0,38.0,360.0,1.0,855,Semiurban,Car Loan,Y
Female,Yes,0,Graduate,No,1637,527,10.0,360.0,1.0,748,Semiurban,Education Loan,Y
Male,Yes,3+,Not Graduate,Yes,4080,520,23.0,480.0,0.0,518,Semiurban,Car Loan,N
Male,No,0,Graduate,Yes,1905,0,10.0,360.0,0.0,517,Rural,Business Loan,N
Male,Yes,3+,Graduate,No,3882,1814,,360.0,1.0,801,Rural,Business Loan,Y
Male,Yes,0,Graduate,No,3434,1246,11.0,360.0,1.0,794,Urban,Personal Loan,Y
Male,No,0,Graduate,No,3894,0,12.0,360.0,0.0,330,Semiurban,Business Loan,Y
Male,No,3+,Graduate,Yes,2298,0,10.0,36.0,1.0,691,Urban,Car Loan,N
Male,Yes,0,Graduate,No,1500,316,10.0,120.0,0.0,549,Semiurban,Education Loan,N
Male,Yes,2,Graduate,No,1500,530,10.0,12.0,1.0,665,Rural,Personal Loan,N
Male,Yes,3+,Graduate,No,3670,3747,19.0,60.0,0.0,309,Rural,Personal Loan,N
Male,No,0,Graduate,,2975,0,10.0,240.0,1.0,865,Semiurban,Business Loan,Y
Male,No,0,Not Graduate,No,2507,0,14.0,60.0,1.0,875,Urban,Personal Loan,Y
Male,Yes,2,Not Graduate,No,10155,958,41.0,360.0,0.0,584,Urban,Business Loan,N
Male,Yes,0,Not Graduate,No,2204,459,10.0,360.0,1.0,685,Semiurban,Car Loan,N
Male,No,,Graduate,No,10848,0,11.0,36.0,1.0,756,Urban,Personal Loan,Y
Male,Yes,0,Graduate,No,12540,458,45.0,84.0,1.0,868,Semiurban,Personal Loan,Y
,Yes,0,Graduate,No,1500,659,10.0,360.0,0.0,600,Urban,Personal Loan,N
Female,No,2,Graduate,No,4292,0,10.0,360.0,1.0,730,Urban,Car Loan,N
Male,Yes,0,Not Graduate,No,3041,1737,10.0,360.0,1.0,802,Urban,Personal Loan,Y
Male,No,0,Graduate,No,1500,0,10.0,480.0,1.0,764,Rural,Business Loan,Y
Male,Yes,1,Graduate,No,1500,1079,10.0,480.0,1.0,879,Semiurban,Home Loan,Y
Male,Yes,0,Graduate,No,6921,646,10.0,,0.0,423,Urban,Education Loan,Y
Male,No,0,Graduate,Yes,16538,0,58.0,120.0,1.0,798,Urban,Car Loan,Y
Male,Yes,2,Graduate,No,7569,1235,37.0,,1.0,717,Semiurban,Business Loan,Y
Female,No,0,Graduate,No,5046,0,10.0,120.0,1.0,866,Urban,Car Loan,Y
Male,Yes,2,Graduate,No,3964,3804,21.0,360.0,1.0,836,Semiurban,Home Loan,Y
Male,Yes,3+,Not Graduate,No,13067,3194,49.0,300.0,1.0,773,Rural,Car Loan,Y
Male,Yes,0,Graduate,No,18101,3176,103.0,360.0,1.0,679,Semiurban,Education Loan,Y
Female,Yes,1,Not Graduate,Yes,2668,702,10.0,120.0,1.0,834,Semiurban,Home Loan,Y
Male,Yes,0,Not Graduate,No,1500,461,10.0,240.0,0.0,391,Semiurban,Education Loan,N
Female,Yes,0,Graduate,No,1500,1180,10.0,300.0,1.0,752,Rural,Business Loan,Y
Male,Yes,3+,Not Graduate,Yes,10150,957,38.0,360.0,0.0,305,Rural,Personal Loan,N
Female,Yes,3+,Graduate,No,3893,634,13.0,120.0,1.0,866,Semiurban,Home Loan,Y
Male,No,0,Not Graduate,No,4574,0,,360.0,1.0,702,Urban,Business Loan,N
Female,No,1,Graduate,No,1500,0,10.0,360.0,1.0,793,Semiurban,Personal Loan,Y
Male,No,3+,Graduate,No,2375,0,10.0,360.0,1.0,826,Urban,Home Loan,Y
Female,Yes,3+,Graduate,No,3272,2037,10.0,360.0,0.0,641,Semiurban,Home Loan,N
Male,Yes,1,Graduate,,4654,1995,10.0,360.0,0.0,545,Semiurban,Home Loan,N
Male,No,0,Not Graduate,Yes,3044,0,10.0,84.0,,473,Urban,Personal Loan,N
Male,Yes,0,Graduate,No,1946,353,10.0,60.0,1.0,896,Urban,Home Loan,Y
Male,Yes,3+,Graduate,No,2323,1573,10.0,360.0,1.0,755,Semiurban,Home Loan,Y
Male,No,0,Graduate,No,9375,0,31.0,360.0,1.0,880,Rural,Personal Loan,Y
Male,No,1,Not Graduate,No,4775,0,11.0,84.0,0.0,598,Semiurban,Education Loan,N
Male,Yes,0,Graduate,No,6176,745,22.0,360.0,1.0,743,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,No,2144,2869,10.0,240.0,1.0,709,Urban,Personal Loan,Y
Female,No,0,Graduate,No,1500,0,10.0,60.0,1.0,848,Semiurban,Home Loan,Y
Male,Yes,3+,Graduate,No,2790,4486,10.0,300.0,1.0,760,Semiurban,Business Loan,Y
Female,No,0,Graduate,No,2193,0,10.0,120.0,0.0,333,Semiurban,Home Loan,N
Male,No,1,Graduate,,5137,0,28.0,36.0,1.0,704,Urban,Education Loan,N
Male,No,0,Graduate,No,40135,0,183.0,240.0,1.0,740,Semiurban,Education Loan,Y
Female,Yes,0,Not Graduate,No,6546,1637,39.0,360.0,1.0,812,Urban,Home Loan,Y
Male,Yes,0,Graduate,No,27314,473,64.0,24.0,0.0,331,Urban,Business Loan,Y
Male,No,1,Graduate,No,5991,0,32.0,180.0,1.0,691,Rural,Car Loan,N
Male,No,0,Graduate,No,2589,0,10.0,120.0,0.0,532,Urban,Home Loan,N
Male,No,0,Not Graduate,No,5133,0,16.0,24.0,1.0,673,Urban,Business Loan,N
,Yes,0,Not Graduate,No,13994,507,27.0,60.0,0.0,541,Semiurban,Education Loan,N
Female,Yes,0,Graduate,No,14482,3170,67.0,60.0,0.0,544,Rural,Personal Loan,Y
Female,No,3+,Graduate,No,2689,0,14.0,60.0,1.0,767,Semiurban,Education Loan,Y
Male,No,3+,Graduate,No,4804,0,10.0,360.0,1.0,832,Rural,Personal Loan,Y
Male,No,0,Graduate,No,1500,0,10.0,240.0,1.0,791,Rural,Home Loan,Y
Male,No,1,Graduate,No,7167,0,31.0,60.0,1.0,704,Urban,Home Loan,Y
Male,Yes,3+,Graduate,No,11936,2491,70.0,36.0,0.0,461,Semiurban,Car Loan,Y
Male,No,0,Graduate,No,4137,0,19.0,120.0,1.0,654,Semiurban,Home Loan,Y
Male,No,2,Not Graduate,No,2522,0,10.0,360.0,1.0,750,Rural,Personal Loan,Y
Male,Yes,3+,Graduate,No,5177,1850,15.0,180.0,1.0,781,Urban,Car Loan,Y
Female,No,0,Graduate,No,5389,0,15.0,60.0,1.0,679,Urban,Home Loan,N
Male,Yes,0,Graduate,No,4259,1257,22.0,180.0,0.0,307,Semiurban,Home Loan,N
Male,Yes,3+,Graduate,Yes,4560,733,21.0,300.0,1.0,702,Semiurban,Personal Loan,N
Male,No,1,Graduate,No,3562,0,13.0,12.0,0.0,492,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,8080,770,18.0,360.0,0.0,610,Semiurban,Car Loan,Y
Male,Yes,0,Graduate,No,6736,2970,38.0,180.0,1.0,679,Urban,Education Loan,Y
Female,Yes,0,Graduate,No,2021,690,10.0,12.0,1.0,885,Semiurban,Home Loan,Y
Male,Yes,1,Not Graduate,No,1983,2697,11.0,360.0,0.0,599,Semiurban,Education Loan,N
Female,Yes,2,Graduate,Yes,3367,7004,12.0,360.0,1.0,863,Rural,Home Loan,Y
Male,Yes,3+,Graduate,No,6739,419,34.0,360.0,1.0,753,Urban,Car Loan,Y
Male,No,0,Graduate,No,4463,0,22.0,180.0,1.0,754,Rural,Education Loan,Y
Male,Yes,1,Graduate,No,2565,13015,10.0,300.0,1.0,757,Semiurban,Business Loan,Y
Male,,1,Graduate,Yes,4832,1164,28.0,180.0,0.0,443,Urban,Car Loan,N
Female,Yes,0,Not Graduate,No,3192,1159,10.0,360.0,1.0,733,Semiurban,Personal Loan,N
Female,No,0,Not Graduate,No,7452,0,35.0,360.0,1.0,741,Urban,Education Loan,Y
Male,Yes,3+,Not Graduate,Yes,5080,1137,29.0,36.0,0.0,425,Rural,Business Loan,N
Male,No,2,Graduate,No,3226,0,10.0,360.0,0.0,453,Rural,Car Loan,N
Male,No,0,Not Graduate,No,4731,0,19.0,360.0,1.0,894,Urban,Car Loan,Y
Female,No,1,Graduate,No,10102,0,37.0,180.0,0.0,633,Urban,Business Loan,N
Male,Yes,0,Graduate,No,2700,753,12.0,360.0,1.0,869,Semiurban,Home Loan,Y
Male,No,1,Graduate,No,5334,0,28.0,360.0,0.0,635,Semiurban,Home Loan,N
Male,Yes,1,Not Graduate,No,3830,795,15.0,60.0,1.0,748,Semiurban,Home Loan,Y
Male,No,1,Graduate,No,5425,0,,360.0,1.0,746,Urban,Personal Loan,N
Male,No,3+,Graduate,No,2544,0,10.0,240.0,0.0,364,Semiurban,Home Loan,N
Male,Yes,1,Graduate,No,4346,509,10.0,360.0,1.0,722,Urban,Personal Loan,N
Female,Yes,0,Graduate,No,8738,365,26.0,360.0,0.0,363,Rural,Car Loan,Y
Male,Yes,2,Graduate,No,2088,1403,10.0,240.0,1.0,880,Rural,Home Loan,Y
Male,No,0,Not Graduate,No,1586,0,10.0,180.0,0.0,444,Semiurban,Car Loan,N
Female,Yes,0,Graduate,No,1629,358,10.0,360.0,0.0,632,Rural,Home Loan,N
Male,Yes,0,Graduate,No,1773,1945,10.0,84.0,1.0,726,Urban,Education Loan,N
Female,Yes,0,Graduate,Yes,6104,1665,30.0,120.0,0.0,628,Urban,Education Loan,N
Male,No,2,Graduate,No,1504,0,10.0,180.0,1.0,812,Semiurban,Car Loan,Y
Male,No,0,Graduate,Yes,3266,0,13.0,,0.0,420,Semiurban,Home Loan,N
Female,No,2,Graduate,No,6203,0,25.0,360.0,1.0,851,Semiurban,Education Loan,Y
Male,No,1,Graduate,No,5386,0,30.0,84.0,0.0,608,Rural,Personal Loan,N
Male,Yes,0,Graduate,No,3072,850,13.0,,1.0,757,Rural,Personal Loan,Y
Male,Yes,2,Graduate,No,4599,1976,22.0,120.0,1.0,739,Semiurban,Personal Loan,Y
Male,No,0,Graduate,No,4337,0,23.0,480.0,1.0,748,Rural,Home Loan,N
Male,Yes,0,Graduate,Yes,3439,2419,14.0,360.0,1.0,869,Urban,Business Loan,Y
Male,Yes,1,Graduate,No,3471,1136,10.0,12.0,,488,Urban,Car Loan,N
Female,Yes,0,Not Graduate,No,19241,482,,24.0,1.0,893,Rural,Home Loan,Y
Male,Yes,0,Graduate,No,7090,723,33.0,60.0,0.0,341,Semiurban,Personal Loan,Y
Male,Yes,1,Graduate,No,22844,1493,68.0,60.0,1.0,652,Semiurban,Business Loan,Y
Male,No,1,Graduate,No,2841,0,12.0,360.0,1.0,870,Urban,Education Loan,Y
Female,Yes,0,Graduate,No,3791,709,20.0,84.0,1.0,834,Semiurban,Home Loan,Y
Male,Yes,3+,Not Graduate,No,1583,2262,10.0,480.0,0.0,585,Urban,Home Loan,N
Female,Yes,1,Graduate,No,2283,816,13.0,360.0,0.0,470,Semiurban,Car Loan,N
Male,No,2,Graduate,No,15234,0,37.0,360.0,1.0,799,Urban,Business Loan,Y
Male,Yes,0,Graduate,No,2792,4289,10.0,84.0,1.0,887,Urban,Home Loan,Y
Male,No,1,Graduate,No,15421,0,21.0,360.0,1.0,760,Urban,Personal Loan,Y
Male,No,2,Not Graduate,No,1685,0,10.0,,0.0,591,Urban,Home Loan,N
Male,Yes,1,Graduate,No,1924,655,10.0,360.0,1.0,804,Rural,Personal Loan,Y
Male,No,2,Graduate,No,3168,0,10.0,360.0,0.0,447,Urban,Business Loan,N
Female,No,0,Graduate,Yes,3848,0,15.0,60.0,1.0,671,Urban,Car Loan,N
Male,No,0,Graduate,Yes,7678,0,32.0,36.0,0.0,380,Semiurban,Car Loan,N
Male,No,0,Not Graduate,No,5516,0,26.0,360.0,0.0,324,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,3006,2065,10.0,360.0,1.0,762,Urban,Education Loan,Y
Male,Yes,2,Graduate,Yes,3665,2683,10.0,360.0,1.0,826,Urban,Personal Loan,Y
Male,Yes,0,Graduate,No,3218,1114,,180.0,1.0,860,Rural,Education Loan,Y
Male,Yes,3+,Graduate,,2121,10175,10.0,360.0,1.0,673,Semiurban,Home Loan,Y
Male,No,3+,Graduate,No,2161,0,12.0,120.0,0.0,582,Semiurban,Personal Loan,N
Male,Yes,0,Graduate,No,8262,880,42.0,84.0,1.0,685,Semiurban,Home Loan,Y
Male,No,0,Graduate,Yes,1500,0,10.0,240.0,0.0,473,Urban,Business Loan,N
Male,No,3+,Graduate,No,12483,0,67.0,84.0,1.0,794,Urban,Home Loan,Y
Female,No,3+,Graduate,No,3164,0,10.0,240.0,1.0,705,Semiurban,Personal Loan,Y
Female,No,0,Not Graduate,No,2343,0,11.0,360.0,1.0,659,Rural,Home Loan,N
Male,Yes,0,Graduate,No,6753,4946,13.0,360.0,1.0,703,Urban,Car Loan,Y
Female,Yes,1,Graduate,No,11380,4103,54.0,360.0,1.0,730,Rural,Car Loan,Y
Male,Yes,1,Graduate,Yes,8798,1938,27.0,360.0,1.0,757,Urban,Personal Loan,Y
Male,Yes,0,Graduate,No,5717,379,10.0,180.0,1.0,851,Urban,Education Loan,Y
Male,Yes,2,Graduate,No,8611,598,19.0,360.0,1.0,851,Urban,Business Loan,Y
Male,Yes,0,Not Graduate,Yes,1500,3395,10.0,360.0,1.0,815,Urban,Car Loan,Y
Male,No,0,Graduate,No,2792,0,13.0,360.0,1.0,730,Rural,Personal Loan,N
Female,Yes,0,Graduate,Yes,2126,3010,10.0,360.0,,776,Semiurban,Personal Loan,Y
Male,Yes,0,Graduate,No,9482,1680,40.0,84.0,0.0,407,Urban,Home Loan,Y
Male,No,0,Graduate,No,3076,0,13.0,24.0,1.0,867,Rural,Car Loan,Y
Male,Yes,0,Graduate,No,7271,582,30.0,60.0,0.0,327,Rural,Car Loan,N
Female,Yes,0,Graduate,No,5855,1007,27.0,480.0,1.0,747,Rural,Car Loan,Y
Male,No,0,Graduate,No,2200,0,10.0,240.0,0.0,499,Rural,Car Loan,N
Male,No,0,Graduate,No,2668,0,10.0,360.0,1.0,827,Urban,Personal Loan,Y
Male,No,3+,Graduate,No,9953,0,56.0,240.0,0.0,369,Rural,Home Loan,Y
Male,Yes,0,Graduate,No,2338,865,10.0,360.0,1.0,710,Semiurban,Personal Loan,Y
Female,No,0,Graduate,No,4391,0,17.0,12.0,0.0,402,Rural,Business Loan,N
